D. Tchamba,19,Cameroon,61,CB
F. Vanzo,24,Belgium,66,CAM
R. Métanire,28,Madagascar,72,RB
S. Harrison,20,England,61,ST
Vasco Fernandes,31,Portugal,72,LCB
G. Ferrari,21,Argentina,62,CB
P. Schobesberger,24,Austria,69,LM
B. Reid,25,England,73,ST
T. Obadeyi,28,England,64,LM
D. Wynne,23,New Zealand,64,CB
W. Longbottom,19,England,53,ST
C. Vergara,24,Chile,65,CB
C. Scott,19,England,54,ST
M. Fink,28,Slovenia,65,RB
R. Vargas,31,Venezuela,72,CAM
D. Mandroiu,19,Republic of Ireland,52,CM
A. Sørensen,22,Denmark,66,RCB
N. Bertolo,32,Argentina,72,LM
R. van Wolfswinkel,29,Netherlands,74,RM
T. van den Belt,17,Netherlands,59,CM
J. Spearing,29,England,67,RCM
G. Niedermeier,32,Germany,69,LCB
B. Pavard,22,France,80,RB
Xu Yougang,22,China PR,56,RB
L. Justiniano,25,Bolivia,65,LCM
R. Maiello,26,Italy,70,LCM
N. Laursen,20,Denmark,61,ST
D. Buchanan,32,Northern Ireland,63,LB
R. Arciero,25,Argentina,64,RB
B. Innocent,22,Nigeria,66,CDM
K. Balanta,21,Colombia,71,CDM
M. Goto,24,Japan,55,GK
A. Witsel,29,Belgium,84,LCM
N. Eliasson,22,Sweden,69,RM
J. Stojanović,26,Serbia,67,CAM
Rúben Micael,31,Portugal,72,CM
C. Mahoney,21,England,67,RM
S. Yamamoto,33,Japan,66,LB
H. Sönmez,27,Turkey,66,ST
G. Martin,27,England,63,ST
D. Frare,22,Italy,66,CB
O. Breistøl,19,Norway,53,CM
Yang Jun A,29,Korea Republic,65,RCB
F. Wiedwald,28,Germany,71,GK
Juan Carlos,27,Spain,71,CAM
M. Możdżeń,27,Poland,68,CDM
T. Trevisan,34,Italy,68,LCB
Marçal,29,Brazil,77,LB
Y. Erdoğan,25,Turkey,71,LM
Pedro Nuno,23,Portugal,72,LW
Saúl Berjón,32,Spain,75,LM
Campabadal,25,Spain,68,RB
A. Granlund,28,Finland,62,LWB
L. Augustinsson,24,Sweden,77,LB
E. Barli,26,Norway,66,GK
M. Terrazzino,27,Germany,70,LM
I. Sirelius,30,Sweden,63,LM
F. Kelleher,22,Republic of Ireland,57,RCB
L. Gamíz,18,Mexico,54,CDM
P. Kirk,20,Republic of Ireland,52,LB
J. Donisa,24,France,65,ST
Jin Pengxiang,28,China PR,59,RB
F. Valiani,37,Italy,70,RM
H. Harbaoui,33,Tunisia,73,ST
G. Castrovilli,21,Italy,65,RW
C. González,20,Mexico,60,RB
R. Inglese,26,Italy,77,ST
B. Sævarsson,33,Iceland,66,RB
Javi Hernández,20,Spain,65,CB
A. Miljković,28,Serbia,68,RCB
G. Giménez,26,Argentina,72,RCM
U. Nissilä,22,Finland,62,CAM
M. Cooper,18,England,58,GK
J. Bostock,26,England,71,RDM
K. Sheppard,27,Republic of Ireland,64,RM
M. Lovera,19,Argentina,67,CAM
N. Lemaître,21,France,57,GK
T. Knowles,19,England,50,ST
S. Amro,28,Saudi Arabia,63,LB
M. Kean,18,Italy,72,ST
Ramón Folch,28,Spain,70,LCM
L. McCarron,17,England,53,RW
G. Cano,30,Argentina,73,RS
H. Gilmour,19,England,57,CM
T. Möller,19,Germany,52,LM
Pablo Vázquez,23,Spain,64,CB
S. Al Qumayzi,26,Saudi Arabia,64,RB
D. Powers,27,United States,66,CM
J. Mitchell,23,England,64,GK
Jeong Hyun Cheol,25,Korea Republic,65,CM
K. Hause,22,England,67,CB
G. Kusunga,30,Angola,65,RCB
L. Ravanelli,21,Italy,66,RCB
B. Cristante,23,Italy,78,CM
S. Gürler,26,Turkey,73,RM
G. Coke,32,England,61,CM
L. Castro,29,Colombia,72,LS
M. Barać,23,Croatia,68,LCB
Y. Sanogo,25,France,73,ST
C. Schorch,29,Germany,67,RCB
Agus,33,Spain,64,CB
Maikel Catarino,34,Brazil,79,RB
C. Domínguez,23,Paraguay,75,LM
M. Abena,23,Suriname,65,RB
J. Insaurralde,33,Argentina,70,LCB
M. García,19,Colombia,60,RM
Fernandinho,25,Brazil,75,CAM
F. Andriatsima,34,Madagascar,67,ST
Zhang Chenglin,31,China PR,61,RB
R. Allsop,26,England,64,GK
Lee Bum Soo,27,Korea Republic,61,GK
S. Tshabalala,33,South Africa,76,LM
A. Swolfs,20,Belgium,61,GK
A. Ramos,26,Chile,69,ST
Y. Salmier,25,France,69,LCB
Azpilicueta,28,Spain,86,RB
D. Srbeny,24,Germany,67,ST
Go Yo Han,30,Korea Republic,71,RM
W. Camacho,32,Uruguay,71,LM
A. Zapata,33,Colombia,66,CB
M. de los Santos,25,Uruguay,69,CB
J. Al Dossary,24,Saudi Arabia,56,LB
Nilson Padilho,30,Brazil,70,LAM
C. Telo,28,Sweden,66,LB
J. Lahne,16,Sweden,59,ST
Jefferson,29,Brazil,77,LB
Nicolas Firmino,17,Brazil,48,CAM
Arturo Molina,22,Spain,66,CAM
J. Hernández,19,Colombia,75,ST
L. Salas,20,Chile,62,ST
A. Ciciretti,24,Italy,74,RW
D. Cools,22,Belgium,71,RM
K. Eek,30,Norway,59,CB
S. Dahlström,21,Finland,57,LCM
Wang Song,34,China PR,63,RM
C. Woodrow,23,England,65,RS
K. Hidalgo,22,Chile,66,CB
A. Castro,23,Argentina,72,LM
A. Rentería,25,Colombia,71,ST
H. Andersson,19,Sweden,59,CB
P. Sarr,25,Senegal,62,CM
Jemerson,25,Brazil,78,LCB
Chong Te Se,34,Korea DPR,71,ST
M. Harris,19,Wales,56,ST
L. Price,33,Wales,62,GK
C. Arano,23,Bolivia,62,CM
M. Aceval,35,Chile,63,LB
L. Diony,25,France,73,LM
N. Maksimović,26,Serbia,78,CB
N. Gouriye,27,Netherlands,64,RM
N. Hatta,32,Japan,52,GK
Kim Seon Woo,25,Korea Republic,63,CM
F. Jensen,20,Finland,71,CF
D. Cole,23,England,66,ST
G. Gil Romero,25,Argentina,68,CDM
A. Hamdallah,27,Morocco,74,ST
Luis Díaz,23,Spain,61,CM
A. Meret,21,Italy,75,GK
Adão Morrinhos,26,Brazil,68,LS
L. Broź,32,Poland,66,RB
K. Edwards,20,England,65,LM
M. Frøkjær-Jensen,18,Denmark,48,CM
D. Zapata,27,Colombia,78,RS
Matheus Reis,23,Brazil,69,LB
B. Risa,20,Norway,61,LB
A. Ligi,28,Italy,66,CB
A. Maxsø,24,Denmark,67,LCB
D. Vukovic,33,Australia,73,GK
A. Solari,26,Argentina,73,RM
R. van Rhijn,27,Netherlands,73,RB
A. Pyatov,34,Ukraine,77,GK
R. Lauwers,19,Belgium,60,CAM
J. Gómez,24,Argentina,73,RB
L. Pellegrini,19,Italy,65,LB
I. Jebali,26,Tunisia,69,ST
J. van der Heijden,30,Netherlands,75,LCB
M. Lowton,29,England,77,RB
P. McNair,23,Northern Ireland,70,CDM
P. Seguin,23,Germany,69,RB
J. Howson,30,England,73,RCM
J. Schouten,21,Netherlands,66,RDM
P. Parzyszek,24,Poland,66,ST
L. Novak,29,England,66,ST
Pacheco,26,Spain,80,GK
S. Klaas,20,Germany,61,CAM
J. Mousinho,32,England,68,CDM
L. Nmecha,19,England,66,ST
Cláudio Ramos,26,Portugal,78,GK
Diego González,23,Spain,71,CB
M. Özvardar,20,Turkey,59,ST
Ilie Sánchez,27,Spain,74,CDM
J. Abella,24,Mexico,71,RB
Garry Rodrigues,27,Cape Verde,77,LM
M. Al Enazi,34,Saudi Arabia,62,RB
S. Luna,30,Argentina,64,RB
Clerc,26,Spain,70,LB
Wang Guoming,28,China PR,57,GK
A. Saint-Maximin,21,France,79,RS
W. Miller,22,England,62,LM
J. Pivarić,29,Croatia,74,LB
M. Vitale,20,Italy,64,CM
M. Cáceres,31,Uruguay,78,LCB
L. Polvani,23,Italy,60,CB
J. Wallens,25,Colombia,60,GK
R. Fanni,36,France,74,RCB
P. Huntington,30,England,70,RCB
J. Kelly,28,Republic of Ireland,58,LM
N. Mukiele,20,France,77,RB
Eloi Amagat,33,Spain,70,CM
B. Capon,30,Belgium,70,RB
E. Nouri,32,Azerbaijan,62,RB
M. O'Connor,30,Northern Ireland,65,RCM
Juan Muñoz,22,Spain,69,ST
R. Herrera,29,Uruguay,71,CB
Asdrúbal,27,Spain,67,ST
L. Guldan,35,Slovakia,66,LCB
N. Pelaitay,25,Argentina,62,CDM
J. Clarke,26,England,65,RB
Y. Regäsel,22,Germany,67,RB
Y. de Lanlay,26,Norway,69,LW
C. Dagba,19,France,64,RB
C. Mulgrew,32,Scotland,72,CB
C. Strandberg,22,Sweden,72,ST
S. Kjellevold,23,Norway,58,GK
A. Esiti,24,Nigeria,71,RCM
A. Brorsson,19,Sweden,61,CB
B. Salamon,27,Poland,71,CB
C. Stanković,25,Austria,69,GK
S. Abdullahi,21,Nigeria,71,RW
N. Morahan,18,Republic of Ireland,49,CM
R. Barkley,24,England,79,CAM
W. Janssens,22,Belgium,63,ST
Cristiano,31,Brazil,73,LS
Fausto Tienza,28,Spain,68,LDM
A. Wordsworth,29,England,64,CM
J. Valadez,22,Mexico,63,CB
J. Deminguet,20,France,64,CM
R. Vloet,23,Netherlands,67,CAM
J. Cuffaut,30,France,70,RB
S. Hiramatsu,25,Japan,58,ST
C. Harriott,24,England,66,LM
T. Schützenauer,21,Austria,63,GK
C. Butcher,27,England,62,CM
E. Ambrose,29,Nigeria,70,RCB
O. Etebo,22,Nigeria,74,RCM
L. Schøne,32,Denmark,77,RCM
Allan,21,Brazil,69,CM
B. Wilson,21,Australia,61,CM
Manquillo,24,Spain,74,LB
Lee Chan Dong,25,Korea Republic,66,LCM
H. Maguire,25,England,82,LCB
Rúben Oliveira,23,Portugal,66,CAM
H. Amin,26,Afghanistan,63,LB
L. Kinsella,22,Republic of Ireland,63,RCM
J. Stead,35,England,62,
P. Eler,27,Slovenia,67,ST
A. Kanno,28,Saudi Arabia,63,CB
M. Simon,22,Nigeria,76,LM
E. Botheim,18,Norway,57,ST
S. Jovanović,26,Serbia,67,ST
N. Danns,35,Guyana,63,CM
J. Jaimes,20,Colombia,55,CDM
B. Gartland,31,Republic of Ireland,64,RCB
M. Willock,21,England,62,CM
Renatao Baumer,34,Brazil,69,LB
R. Taylor,28,Wales,61,GK
B. Guillaume,23,Belgium,70,LS
A. Jakobsen,19,Denmark,58,ST
T. Christensen,18,Norway,61,LW
P. Kovář,32,Czech Republic,66,GK
J. Obi,27,Nigeria,74,LCM
K. Boyd,34,Scotland,72,ST
M. Piccinocchi,23,Italy,61,LCM
L. Lerager,24,Denmark,75,CM
M. Lysov,20,Russia,68,LB
R. Muhammed,24,France,61,RS
N. Pejović,19,Serbia,56,CB
N. Brandenburger,23,Germany,63,RDM
Vitolo,28,Spain,81,LM
B. Sabovic,20,Sweden,59,CM
Eddy Silvestre,25,Azerbaijan,67,CDM
Y. Akimoto,30,Japan,66,GK
F. Henríquez,23,Argentina,64,CDM
J. Ngoy,20,Belgium,65,RM
Lolo,26,Spain,63,CDM
Jordi Sánchez,23,Spain,62,ST
Felipe Silva,28,Brazil,69,CAM
N. Gómez,21,Argentina,58,RB
S. Giovinco,31,Italy,82,CF
S. Haller,24,France,80,RS
A. Hegazi,27,Egypt,76,LCB
Carles Gil,25,Spain,75,CAM
Everton Andrão,34,Brazil,80,CDM
I. Fiolić,22,Croatia,71,CAM
J. Oates,27,Australia,60,RB
V. De Marco,25,Argentina,64,CB
Filipe Luís,32,Brazil,85,LB
C. Pavón,22,Argentina,79,RW
Ding Haifeng,26,China PR,65,LB
N. Byrne,26,England,69,RM
J. Mæhle,21,Denmark,73,RB
I. Angulo,19,Colombia,57,LS
A. Schlager,22,Austria,66,GK
T. Antonis,24,Australia,69,LM
O. Trejo,30,Argentina,77,RCM
T. Redding,21,United States,63,CB
A. Romao,34,Togo,74,RDM
A. Martinelli,25,Switzerland,67,CDM
I. Chicco,22,Argentina,58,GK
J. Morsay,20,Sweden,60,RW
N. van den Dam,19,Netherlands,54,GK
S. Bain,26,Scotland,68,GK
Heitor Mutto,26,Brazil,68,CAM
L. Zarandia,22,Georgia,66,RM
R. Ljubicic,18,Austria,60,CM
E. Coronel,21,Argentina,59,RB
Y. Yoshida,28,Japan,68,LB
E. Alvarado,29,Costa Rica,67,GK
Liu Guobo,18,China PR,48,CM
J. Blaswich,27,Germany,69,GK
T. Al Jassam,33,Saudi Arabia,73,CAM
Suk Hyun Jun,27,Korea Republic,74,ST
E. Álvarez,20,Mexico,73,CB
M. Moralez,31,Argentina,76,LCM
M. Riascos,27,Colombia,66,RM
T. Arano,25,Japan,63,CAM
T. Lauritsen,20,Norway,54,ST
I. Ledezma,22,Chile,68,CAM
L. Evans,23,Wales,70,RDM
Y. Al Mosailem,34,Saudi Arabia,68,GK
T. van de Looi,18,Netherlands,66,CM
B. Roche,36,Republic of Ireland,63,GK
G. Itter,19,Germany,67,LB
J. Cabot,24,France,72,RW
J. Cavallaro,24,Argentina,69,LM
C. Rivas,24,Colombia,66,ST
M. Kruse,30,Germany,82,ST
M. Urruti,27,Argentina,73,CAM
M. Mount,19,England,75,LCM
D. Button,29,England,68,GK
I. Henderson,33,England,67,LCM
M. Al Anazi,28,Saudi Arabia,63,GK
F. Kainz,25,Austria,76,LW
J. Reimerink,28,Netherlands,65,LM
L. Cass,18,England,55,RB
Mayoral,21,Spain,64,RM
S. Al Khaibari,28,Saudi Arabia,63,RCB
Y. Gomis,26,Senegal,70,ST
L. Sutton,21,England,55,RB
Zhu Baojie,28,China PR,62,LM
D. Mbokani,32,DR Congo,76,ST
M. Rafique,25,India,58,CM
S. Nijland,29,Netherlands,67,CAM
A. Jallow,19,Gambia,63,RM
J. Aigner,37,Austria,64,ST
A. Egholm,35,Denmark,61,CB
Z. Alomerović,27,Serbia,66,GK
J. Colman,19,Paraguay,64,RM
A. Kramarić,27,Croatia,82,LCM
B. Niezgoda,18,Poland,55,GK
B. Poulain,30,France,74,RCB
Éder Militão,20,Brazil,78,LCB
A. Dembélé,30,France,67,CM
L. Broxham,30,Australia,63,LB
M. Bakker,18,Netherlands,65,LB
Liao Bochao,30,China PR,60,RB
D. Brasanac,26,Serbia,74,CM
S. Coulibaly,23,France,64,CB
D. Nagy,23,Hungary,68,LM
R. Moriwaki,32,Japan,65,CB
J. Añor,24,Venezuela,73,RM
M. Smith,29,England,68,ST
Jin YangYang,25,China PR,64,CB
A. Lyons,17,Republic of Ireland,54,RB
J. Lillis,31,England,64,GK
C. Leitgeb,33,Austria,69,CM
S. Al Selouli,20,Saudi Arabia,57,LM
A. Mitchell,22,New Zealand,59,CB
M. Autret,27,France,69,CAM
D. Mohamed,29,France,68,RCM
J. Barrera,22,Colombia,74,RM
V. Solomon-Otabor,22,Nigeria,66,LM
F. Schiller,28,Germany,64,CB
M. Kennedy,23,Scotland,65,LS
R. Sessegnon,18,England,75,LM
Júnior Tavares,21,Brazil,65,LB
J. Flatt,23,England,59,GK
D. Poleon,24,England,65,ST
B. Miele,23,Republic of Ireland,60,RM
G. Kilama,19,Cameroon,58,LB
G. Evans,30,England,67,CAM
I. Smith,20,Costa Rica,63,RM
G. Garza,26,United States,70,LB
J. Aguirre,21,Colombia,64,LCB
M. Răduţ,28,Romania,67,LM
Sergi Canós,21,Spain,68,RW
J. Wehrmann,19,Netherlands,62,CM
G. Burdisso,29,Argentina,74,CB
J. Laurent,23,England,62,CAM
A. Areola,25,France,81,GK
S. Ristovski,26,FYR Macedonia,76,RB
G. Pinaud,30,France,63,RB
N. Bishop,36,England,64,LCM
D. Valdés,24,Chile,75,CAM
Dorca,35,Spain,71,LDM
M. Gulde,27,Germany,74,RCB
Sandro,29,Brazil,75,RCM
S. van der Lei,25,Netherlands,62,GK
H. Artarslan,24,Turkey,64,CDM
D. Kerschbaumer,29,Austria,60,RB
A. Guédioura,32,Algeria,71,RDM
Lyanco,21,Brazil,71,CB
I. Köybaşı,28,Turkey,73,LB
Y. Al Shehri,28,Saudi Arabia,70,CAM
S. Lundholm,24,Sweden,65,RM
Josué da Feira,26,Brazil,72,ST
K. Gibbs,28,England,76,LWB
J. Hanek,19,Germany,53,CM
Jonathan Pereira,31,Spain,69,ST
M. Górski,28,Poland,60,ST
I. Tarasovs,29,Latvia,66,RDM
Pau Torres,21,Spain,71,LCB
A. Djiku,23,France,76,LCB
S. Bornauw,19,Belgium,69,LCB
Kim Shin Wook,30,Korea Republic,69,RS
Zhang Xizhe,27,China PR,72,RF
C. Fuchs,32,Austria,75,LB
A. Gordyushenko,21,Russia,63,CM
J. Ahlmann,27,Denmark,68,LB
W. Kurtovic,22,Sweden,60,CM
L. Immers,32,Netherlands,72,RCM
Jon Toral,23,Spain,69,CAM
E. Brignola,18,Italy,70,CAM
Wendel,20,Brazil,76,RCM
J. Chancellor,26,Venezuela,64,RCB
K. Stuhr-Ellegaard,35,Denmark,70,GK
R. Pucino,27,Italy,71,RB
R. Henry,20,England,67,LB
W. Katsande,32,Zimbabwe,74,RCM
Y. Gouffran,32,France,73,LM
Juan Cruz,25,Spain,66,LB
G. Morris,34,England,63,GK
L. Tremolada,26,Italy,70,CAM
O. Peralta,34,Mexico,75,LS
K. Tierney,21,Scotland,76,LB
C. Keşerü,31,Romania,73,CAM
L. Norris,25,England,65,ST
A. Weber,31,France,70,LCB
S. Dann,31,England,75,CB
Nadjack,24,Guinea Bissau,67,RB
T. Yonemoto,27,Japan,64,RDM
Z. Ljubijankič,34,Slovenia,62,ST
J. Mansilla,31,Argentina,69,LB
C. Hourihane,27,Republic of Ireland,74,LCM
W. Kanga,20,Ivory Coast,68,ST
Xu Xin,24,China PR,61,CDM
Moi Delgado,24,Spain,64,LB
C. Kobald,20,Austria,62,CB
De la Bella,32,Spain,74,LB
D. Gayle,27,England,75,LS
H. Watanabe,30,Japan,66,RCB
L. Jackson,23,Australia,61,LB
A. Kanibolotskyi,30,Ukraine,63,GK
C. Dyson,21,England,61,ST
B. Tuiloma,23,New Zealand,64,CB
Fabiano,30,Brazil,73,GK
G. Blackwood,21,Australia,59,ST
M. Thiel,25,Germany,69,LM
M. Lemos,22,Uruguay,75,CB
H. Nordtveit,28,Norway,76,RCB
H. Hansson,25,Faroe Islands,67,LCM
R. Gartler,32,Austria,66,ST
C. Carroll,19,Republic of Ireland,56,CB
R. Taylor,23,Finland,65,RM
S. Al Saeed,19,Saudi Arabia,50,CM
S. Whalley,30,England,67,RM
A. Akinyemi,19,Nigeria,62,ST
M. Seuntjens,26,Netherlands,70,ST
Marcelo Goiano,30,Brazil,78,RB
S. Seferings,22,Germany,59,CAM
J. Allen,23,England,65,RCM
D. Lanius,21,Germany,61,CB
K. Al Barakah,27,Saudi Arabia,61,LB
W. Łobodziński,35,Poland,63,RM
Varela,23,Spain,67,LM
G. Perrulli,33,Italy,62,LW
D. Mena,21,Colombia,56,RM
A. Ibsen Rømer,24,Denmark,65,LCM
A. Acevedo,35,Chile,68,RCB
P. Pogba,25,France,87,RDM
B. Emir,30,Turkey,66,LB
P. Arce,26,Mexico,64,CAM
Ademilson,24,Brazil,70,RS
K. Al Samiri,21,Saudi Arabia,63,CM
D. Horgan,25,Republic of Ireland,68,LM
S. Sararer,28,Turkey,67,LM
K. Saka,23,Japan,58,CB
C. Paterson,23,Scotland,71,RB
W. Francis,27,Costa Rica,67,LB
Liu Yaoxin,20,China PR,49,CM
P. McShane,32,Republic of Ireland,68,CB
B. Sarr,26,France,77,RB
J. Perch,32,England,67,CDM
P. Kadeřábek,26,Czech Republic,80,RWB
A. Fejzullahu,25,Albania,60,RB
G. Voboril,31,Argentina,70,LB
D. Haspolat,18,Netherlands,61,CM
B. André,27,France,77,RDM
Álvaro Traver,25,Spain,65,LM
B. Meccariello,27,Italy,68,LCB
K. Glik,30,Poland,83,RCB
T. Makino,31,Japan,71,LCB
P. Gerkens,23,Belgium,72,RF
D. Perquis,34,Poland,64,CB
M. Crépeau,24,Canada,66,GK
C. Jullien,25,France,72,LCB
L. Quezada,22,Dominican Republic,64,LM
O. Andrievskyi,24,Ukraine,67,CDM
R. Healey,23,England,62,LW
F. Costa,23,Italy,71,LM
Serey Dié,33,Ivory Coast,75,CDM
T. Forbes,22,England,55,RWB
P. Zieliński,24,Poland,81,RCM
R. Bingham,24,England,62,
D. O'Dea,31,Republic of Ireland,65,LCB
Gorosabel,21,Spain,68,RB
P. Sohm,26,Germany,65,LS
A. Bayındır,20,Turkey,57,GK
Rubén Pérez,29,Spain,75,LCM
D. Bakker,23,Netherlands,66,CDM
J. Fabri,24,France,63,GK
S. Niakaté,18,France,65,CB
S. Sinovic,31,United States,66,LB
K. Wojtkowski,20,Poland,67,CAM
J. Mendes,27,France,65,ST
T. Chorý,23,Czech Republic,61,ST
W. Møller,20,Denmark,51,ST
S. Byrne,25,Scotland,60,LCM
D. Ginczek,27,Germany,77,RS
G. Mencia,29,Paraguay,68,LCB
J. Campbell-Ryce,35,Jamaica,62,LM
M. Mejlstrup Pedersen,22,Denmark,57,CM
J. Estrada,20,Mexico,61,GK
R. Scheu,23,Germany,65,RM
Javi Moyano,32,Spain,71,RB
O. O'Dwyer,20,England,56,CB
J. O'Shea,29,Republic of Ireland,65,RCM
P. Bargfrede,29,Germany,76,CDM
M. Riemann,29,Germany,69,GK
David Simón,28,Spain,72,RB
F. Aguilar,25,Colombia,73,RCB
A. Falch,26,Norway,62,GK
S. Osorio,21,Colombia,57,CAM
A. Bongiovanni,18,Belgium,64,CAM
João Reis,26,Portugal,65,LB
S. Folan,26,Republic of Ireland,60,CB
R. Piscitelli,24,Italy,55,GK
R. Christie,23,Scotland,73,LCM
A. Al Basisi,40,Saudi Arabia,57,GK
O. Brynhildsen,19,Norway,59,RM
S. Taniguchi,26,Japan,69,LCB
M. Andersen,29,Denmark,68,GK
B. Verbič,24,Slovenia,79,LM
Oh Seung Hoon,30,Korea Republic,68,GK
H. Acosta,26,Mexico,65,RB
J. Lingard,25,England,82,CAM
S. Shotton,17,England,57,CB
O. Dramé,25,France,70,LW
T. Souček,23,Czech Republic,75,RDM
S. Gölles,26,Austria,63,RB
T. Pledl,24,Germany,72,RM
F. Knudsen,21,Norway,65,LCB
Bobô,33,Brazil,75,ST
E. Ozuna,22,Argentina,63,LM
H. Matthys,22,Belgium,65,LCB
H. Sobol,18,Poland,55,ST
K. Kusk,26,Denmark,72,RM
Jessé Ferdeira,26,Brazil,68,LB
J. Andrada,23,Argentina,67,CDM
J. Correa,25,Argentina,72,ST
A. Fink,30,Germany,69,RS
R. Kouamé,21,Mali,65,CM
Granell,29,Spain,79,LWB
D. Benedetto,28,Argentina,79,ST
J. Ngando,18,Cameroon,60,LW
D. Glushakov,31,Russia,75,LCM
Y. Kaboul,32,France,74,CB
Laguardia,28,Spain,77,RCB
T. Pugh,17,England,48,CM
Iván,21,Spain,61,LM
A. Almendra,18,Argentina,62,LCM
L. Klostermann,22,Germany,75,RB
J. Talbot,21,Republic of Ireland,56,GK
B. Johnsen,26,Norway,73,LS
T. Mpati,26,Belgium,65,RB
F. Boli,24,Ivory Coast,68,RS
Javi Muñoz,23,Spain,69,CM
G. Jung,23,Germany,73,CB
C. Robles,26,Colombia,67,CDM
T. Trueba,22,Mexico,57,GK
B. Carvallo,21,Chile,67,CAM
R. Hilbert,33,Germany,71,RB
L. Valzania,22,Italy,69,CM
J. Mbom,18,Germany,59,CM
M. Lis,21,Poland,56,GK
M. Azira,30,Uganda,70,RCM
J. Corona,27,United States,69,CM
A. Al Ruhaili,23,Saudi Arabia,60,GK
D. Conner,24,United States,59,RB
L. DeVere,28,Australia,68,CB
E. Lamela,26,Argentina,81,RM
J. Taravel,31,France,70,LCB
S. Ngezana,20,South Africa,64,CB
L. Sörensen,18,Denmark,63,CDM
Perceval Acunha,30,Brazil,64,CB
E. Löwen,21,Germany,70,CDM
C. Deac,32,Romania,70,CM
R. Feely,21,Republic of Ireland,56,RCB
J. Krasniqi,23,Kosovo,57,RB
N. Kreuzer,25,Germany,68,RB
S. Guirassy,22,France,71,ST
F. Schleusener,26,Germany,69,RS
M. Jørgensen,28,Denmark,77,CB
B. Addae,25,Ghana,68,RCM
R. Browne,22,Antigua & Barbuda,60,LM
D. Wheater,31,England,70,CB
I. Al Otaibi,21,Saudi Arabia,53,CM
T. Weiner,19,Germany,59,GK
I. Lewczuk,33,Poland,72,CB
G. Vicario,21,Italy,61,GK
Guo Quanbo,20,China PR,60,GK
A. Syhre,23,Germany,66,CB
A. Hadouir,35,Netherlands,66,CAM
G. Barry,37,England,72,CDM
L. Hurtado,23,Colombia,62,RM
E. Aguirre,21,Mexico,71,LM
T. Duman,20,Germany,58,CM
F. Koch,29,Austria,68,RM
Lee Chang Min,24,Korea Republic,72,CM
L. Abubakar,23,Ghana,69,CB
S. Camara,25,France,64,LB
J. Kubicki,22,Poland,67,RCM
Ángel López,21,Spain,61,LM
Nascimentardo,30,Brazil,71,RAM
P. Tschernegg,25,Austria,65,CDM
J. Bijlow,20,Netherlands,72,GK
C. Toselli,30,Chile,75,GK
S. Perisan,20,Italy,63,GK
T. Kister,31,Germany,70,CB
J. Steiger,17,Austria,51,CM
R. Herrmann,24,Germany,62,RM
R. Rúnarsson,23,Iceland,71,GK
R. Wolsztyński,23,Poland,60,ST
D. Wilson,26,Scotland,68,CB
G. Loiacono,26,Italy,64,CB
A. Kräuchi,20,Switzerland,51,LM
B. Garmston,24,Republic of Ireland,62,LB
D. Di Gennaro,30,Italy,72,CM
B. Smith,24,Australia,67,LB
A. Correa,23,Argentina,81,RM
C. Ninga,25,Chad,73,LW
M. Wolff,21,Argentina,56,GK
Z. Al Sahafi,24,Saudi Arabia,66,CB
Frederico Venâncio,25,Portugal,73,CB
M. Sáček,21,Czech Republic,68,CM
M. Piossek,28,Poland,66,RM
S. Grønli,17,Norway,56,CF
L. Schoofs,21,Belgium,63,CDM
T. Heaton,32,England,79,GK
F. De Paul,27,Chile,70,GK
R. Bazoer,21,Netherlands,74,CM
C. Long,23,England,65,ST
J. Hernandez,34,Puerto Rico,63,CB
R. Saravia,25,Argentina,74,RB
J. Błaszczykowski,32,Poland,74,RM
H. Mendyl,20,Morocco,70,LB
K. Enghardt,26,Denmark,64,CB
C. Cropper,25,United States,65,GK
U. Jenssen,21,Norway,66,LCB
A. Christiansen,28,Denmark,73,RCM
T. Siedschlag,30,Germany,62,CM
A. Vuletich,26,Argentina,69,ST
D. Boyko,30,Ukraine,76,GK
E. Krafth,23,Sweden,74,RB
Junio,21,Brazil,64,RB
Freddy Cardouso,30,Brazil,68,CAM
L. Podolski,33,Germany,78,RF
F. Diabaté,22,Mali,70,LM
L. Hunn,19,Switzerland,51,GK
W. Bakhashwain,28,Saudi Arabia,69,LDM
T. Jacobsen,20,Faroe Islands,50,RM
F. Gutiérrez,27,Chile,75,LCM
J. Price,25,England,71,CDM
Salva Ferrer,20,Spain,63,CB
R. de Vos,22,Netherlands,57,CM
J. Lindner,30,Poland,63,RM
T. Hopper,24,England,65,ST
Thiago Xavier,34,Brazil,64,LDM
S. Dembele,21,Scotland,65,LM
L. Cole,25,England,61,CAM
Jota,27,Spain,72,RM
B. Potts,23,England,65,RM
B. Nordström,22,Sweden,60,LWB
J. Shackleton,18,England,57,CM
K. Baccus,26,Australia,64,CDM
P. Papp,28,Romania,67,CB
N. Jackson,22,United States,61,ST
O. John,26,Netherlands,72,LM
W. Długosz,18,Poland,53,CAM
Fransérgio,27,Brazil,74,LCM
A. Sánchez,31,Argentina,67,GK
S. Braun,29,Germany,63,CDM
F. Ahmadzadeh,25,Iran,66,RM
R. Guerra,21,Uruguay,66,CM
D. Valdelamar,21,Colombia,53,CM
K. Mooney,19,England,53,ST
Zeca,29,Greece,75,LDM
Cris,34,Portugal,66,RDM
P. Tschauner,32,Germany,75,GK
A. Golec,28,Australia,62,LCB
