F. Mancinelli,36,Argentina,70,LCB
S. Serdar,21,Germany,74,RCM
Danilo,26,Brazil,72,LB
F. Götze,20,Germany,65,CB
J. Lorch,22,Germany,61,RB
A. Yiadom,26,Ghana,71,RB
R. Green,38,England,72,GK
L. Jephcott,18,Wales,51,ST
M. Ritzmaier,25,Austria,67,LCM
S. Napoleoni,32,Italy,70,CAM
L. Messi,31,Argentina,94,RF
Luiz Felipe,21,Brazil,74,CB
P. Hanlon,28,Scotland,68,CB
F. Lobos,19,Chile,59,ST
A. Valencia,32,Ecuador,81,RM
H. Cid,26,Mexico,65,CM
I. Mboyo,31,Belgium,72,ST
J. Rossiter,21,England,66,CDM
E. Cömert,20,Switzerland,63,RCB
J. Ndecky,21,Senegal,61,RB
H. Ishihara,19,Japan,55,LM
J. Shaughnessy,25,Republic of Ireland,68,LCB
N. Al Subhi,28,Saudi Arabia,63,CB
R. Koike,22,Japan,67,RB
André Luís,24,Brazil,68,ST
S. Coates,27,Uruguay,82,RCB
A. Batsula,26,Ukraine,65,CB
E. Reijnders,17,Netherlands,60,LM
V. Demidov,31,Norway,65,LCB
M. Ramírez,28,Colombia,63,CM
Mi Haolun,25,China PR,64,LB
R. Otero,25,Venezuela,75,LM
Filipe Brigues,27,Portugal,66,RB
Lee Sang Heon,20,Korea Republic,64,CF
A. Shabanov,26,Ukraine,72,CB
C. Itten,21,Switzerland,66,ST
Akapo,25,Equatorial Guinea,70,LB
M. Knoll,27,Germany,73,LDM
J. Devecchi,22,Argentina,65,GK
K. Watanabe,31,Japan,70,LS
J. Thompson,21,Northern Ireland,59,CAM
H. Türkmen,20,Turkey,62,CB
M. Le Bihan,28,France,71,ST
P. Aquino,23,Peru,71,CDM
Pablo Pérez,24,Spain,69,CAM
A. King,29,Wales,71,CM
L. Michel,38,Mexico,66,GK
Buatu,24,Angola,67,LCB
Jorge Fellipe,29,Brazil,67,CB
Oriol Romeu,26,Spain,78,CDM
J. Chabot,20,Germany,68,LCB
Z. Kozulj,24,Bosnia Herzegovina,65,RCM
Y. Benzia,23,Algeria,75,CAM
L. Singh,20,South Africa,69,ST
P. Diouf,29,Senegal,63,RS
D. Diani,20,France,57,CDM
J. Córdoba,25,Colombia,74,RS
Dani Suárez,28,Spain,65,RCB
Antonaldo Laforte,26,Brazil,69,CAM
G. Paletta,32,Italy,77,RCB
Jeong Tae Wook,21,Korea Republic,62,CB
Pipa,20,Spain,67,RB
D. Bertaud,20,France,64,GK
A. Totovytskyi,25,Ukraine,70,CAM
B. Jatta,20,Gambia,66,LM
B. Méndez,18,Uruguay,72,RCB
M. Nottingham,29,St Kitts Nevis,56,RB
M. Romero,22,Argentina,61,RW
S. Schwab,27,Austria,71,RDM
L. Castro,29,Argentina,78,CM
P. Mráz,31,Slovakia,63,LB
K. Riksvold,24,Norway,60,RW
S. Armenteros,28,Sweden,73,ST
Kim Keun Hoan,31,Korea Republic,62,CDM
A. Niz,30,Argentina,68,CB
J. Aguirre,26,Colombia,66,GK
N. Trott,19,England,59,GK
O. Urhoghide,17,England,51,CB
I. Success,22,Nigeria,73,RM
J. Illanes,21,Argentina,60,CB
R. Krishna,30,Fiji,71,RS
Juan Jesus,27,Brazil,77,CB
A. Annan,31,Ghana,65,RCM
D. Tadić,29,Serbia,81,LAM
Douglas,35,Brazil,77,GK
J. Green,23,United States,68,CAM
A. N'Diaye,28,Senegal,76,RDM
G. Xhaka,25,Switzerland,81,LDM
Fachendinho,26,Brazil,62,ST
A. Hartigan,18,England,57,CM
L. Pasciuti,28,Italy,71,LM
J. Caldwell,22,United States,51,GK
N. Plume,21,Germany,60,CDM
N. Corbet,23,Republic of Ireland,52,GK
F. Ibargüen,24,Colombia,62,CB
R. McCourt,20,Republic of Ireland,54,LDM
J. Harvey,34,United States,67,LB
M. Sollbauer,28,Austria,66,RCB
M. Said,18,Sweden,55,ST
M. Minesso,28,Italy,64,CAM
E. Tozlu,27,Turkey,67,LM
J. Bocanegra,19,Colombia,61,LM
J. Scholz,19,Germany,54,CB
F. Rawson,21,England,64,RCB
Fran Cruz,27,Spain,63,CB
C. Rismark,26,Norway,66,CB
D. Casey,20,Republic of Ireland,57,CB
L. Leahy,25,England,64,LB
M. Abdellaoue,29,Norway,66,ST
A. Djoum,29,Cameroon,68,CM
P. Erhardt,24,Austria,61,CDM
Meseguer,18,Spain,61,LB
K. Skoglund,30,Sweden,60,CB
Cotán,22,Spain,70,CDM
B. White,22,United States,63,ST
D. Drexler,28,Germany,74,LCM
I. Olaofe,18,England,56,ST
L. Díaz,21,Colombia,72,LM
G. Magnani,22,Italy,66,CB
A. Miranchuk,22,Russia,74,CAM
S. Seedorf,20,Netherlands,57,RM
M. de Ligt,18,Netherlands,82,RCB
K. Shirai,24,Japan,64,LM
N. Pope,26,England,80,GK
L. Ranieri,19,Italy,57,LB
L. Nestor,29,France,67,CB
Tana,27,Spain,74,CAM
L. Pierre,20,Haiti,53,ST
S. Klaiber,23,Netherlands,71,RB
Y. Shakhov,27,Ukraine,71,CAM
Zhu Chenjie,17,China PR,53,CB
M. Bildøy,18,Norway,53,RW
A. Mayorga,21,Mexico,63,LB
J. Magennis,27,Northern Ireland,68,ST
G. Achilier,33,Ecuador,71,LCB
F. Guarín,32,Colombia,76,LDM
A. Zendejas,20,Mexico,60,LM
J. Giraldo,20,Colombia,53,CB
N. Marsman,27,Netherlands,68,GK
A. Smith-Brown,22,England,65,LB
K. Kanatsızkuş,21,Turkey,70,ST
T. Bakinson,19,England,57,RCM
R. Magyar,27,Sweden,66,LCB
J. Dunleavy,26,Republic of Ireland,59,RB
R. Petretta,21,Italy,69,LB
C. Schuler,30,United States,66,CB
Jonas,34,Brazil,84,ST
Ignasi Miquel,25,Spain,73,CB
J. Hanato,28,Japan,59,CF
Z. Boucher,26,France,69,GK
Adrià Arjona,22,Spain,60,CM
M. Matos,35,Argentina,70,LS
C. Farren,19,Northern Ireland,53,ST
Kim Hyo Gi,31,Korea Republic,58,ST
A. Ujah,27,Nigeria,73,ST
L. Kleinheisler,24,Hungary,71,RCM
H. Arellano,20,United States,58,CB
F. Balbuena,26,Paraguay,80,RCB
M. Rømer,26,Denmark,63,CAM
L. Baal,32,France,73,LB
D. Cabrera,28,Mexico,70,CM
E. Hodge,22,England,53,LW
G. Malcore,24,Italy,66,ST
M. Diemers,24,Netherlands,69,CAM
C. Almeida,28,Uruguay,65,LB
T. Pukhov,20,Russia,60,CAM
D. O'Shea,19,Republic of Ireland,60,CB
D. Bain,24,France,68,LCB
T. Dingomé,27,France,71,CDM
Petros,29,Brazil,78,LDM
H. Biggins,22,England,52,CM
F. Ceravolo,31,Italy,72,ST
M. Moscati,25,Italy,67,CM
David Alba,19,Spain,63,CB
R. Hall,24,England,67,RM
R. Hutchinson,18,England,54,LB
Pimentiscinho,30,Brazil,72,LDM
M. Chergui,29,France,62,
M. Kosanović,28,Serbia,72,CB
Kalindi,24,Brazil,70,RB
D. Payet,31,France,84,CAM
C. Ponce,26,Chile,62,ST
F. Cosenza,32,Italy,66,CB
C. Pym,23,England,64,GK
H. Abdulmajeed,21,Saudi Arabia,52,GK
G. Milan,30,Argentina,66,CB
K. Ono,28,Japan,62,LCB
S. Paintsil,22,Ghana,60,LM
E. Figueroa,27,Sweden,62,LCB
J. Kovařík,30,Czech Republic,73,LM
Miranda,18,Spain,66,LB
Baena,29,Spain,69,CDM
A. Kawai,18,Japan,55,LB
B. Comley,22,Montserrat,63,CM
A. Chumacero,27,Bolivia,74,CM
J. Baldwin,25,England,66,LCB
T. Inukai,25,Japan,64,CB
L. D'Ath,25,England,62,RM
Y. Otubanjo,25,Nigeria,64,ST
M. Havenaar,31,Japan,69,ST
M. Desler,23,Denmark,64,RB
T. Al Absi,25,Saudi Arabia,65,LCB
L. Bruins,31,Netherlands,71,LM
D. Gonzalez,20,Chile,62,CB
J. Duque,27,Colombia,65,LB
S. Fischer,29,Netherlands,66,LCB
A. Tarek,26,Egypt,71,CB
F. Armani,31,Argentina,80,GK
S. Skålevik,25,Norway,66,ST
A. Camara,20,Senegal,60,CB
Sergio Ramos,32,Spain,91,RCB
L. Wade-Slater,20,Republic of Ireland,51,RB
M. Pack,27,England,72,LCM
M. Benatia,31,Morocco,86,CB
Thiago Santana,25,Brazil,73,ST
Marcão,24,Brazil,72,ST
S. Zuber,26,Switzerland,76,LM
Chen Jie,28,China PR,60,CM
C. Keita,22,Mali,69,LW
I. Sankhon,22,Guinea,64,CM
R. Harley,33,England,61,LM
M. Saymak,25,Netherlands,72,CAM
M. Steeves,23,United States,59,ST
Sandeiro Leal,30,Brazil,69,CAM
N. Brock-Madsen,25,Denmark,65,ST
M. Berisha,20,Kosovo,56,CF
M. Al Olayan,23,Saudi Arabia,60,RB
A. Karnuçu,18,Turkey,60,CDM
M. Maier,22,Austria,62,LM
M. Kaufmann,17,Denmark,52,ST
R. Del Castillo,22,France,70,RM
M. Al Baqawi,20,Saudi Arabia,52,GK
V. Černý,20,Czech Republic,68,RW
Benjamin Muscato,26,Brazil,65,CB
S. Cáseres,21,Argentina,73,CDM
L. Ghiringhelli,26,Italy,65,RB
J. Coustrain,22,Republic of Ireland,61,LM
A. Zaizen,19,Japan,55,CAM
C. Moore,18,Scotland,52,CM
O. Selnæs,23,Norway,76,RDM
R. Oudin,21,France,69,RM
Thiago Cionek,32,Poland,72,RCB
Lee Jae Sung,29,Korea Republic,70,CB
A. Ramos,32,Colombia,73,ST
O. Jiménez,29,Mexico,71,GK
A. Pearce,29,Republic of Ireland,70,CB
V. Ranković,25,Germany,66,RB
M. Richards,30,England,68,CB
L. Milivojević,27,Serbia,79,RCM
H. Mita,27,Japan,63,LCM
A. Al Zain,26,Saudi Arabia,65,RCM
Lazo,22,Spain,67,LM
Pombaxinho,34,Brazil,71,LCB
Y. Namli,24,Denmark,73,RM
T. Lemar,22,France,83,LM
C. Brandeborn,27,Sweden,61,RW
Lobato,29,Spain,68,RM
M. Fellah,29,Norway,65,RM
C. Cañizales,19,Colombia,52,CAM
T. Blackett,24,England,67,LB
T. Fukumitsu,26,Japan,61,RM
Y. Opazo,33,Chile,64,RB
Kaíquão Castro,34,Brazil,75,GK
Diogo Dalot,19,Portugal,72,RB
O. Toprak,28,Turkey,81,CB
C. Atsu,26,Ghana,74,LM
A. Weimann,26,Austria,72,RS
M. Skjellerup,22,Denmark,51,ST
C. Fierro,23,Mexico,70,RM
P. Jerez,33,Chile,64,LB
A. Mitriţă,23,Romania,74,LW
J. Tinhan,29,Benin,67,ST
W. Lautoa,30,New Caledonia,71,LCB
A. Piech,33,Poland,68,RS
E. Korkmaz,21,Netherlands,59,CB
O. Karlsson,21,Iceland,62,ST
Su Yuanjie,23,China PR,57,ST
K. Fukuda,33,Japan,59,RM
P. Rodríguez,28,Argentina,69,LW
K. Pagliuca,21,Switzerland,57,ST
C. Peralta,28,Colombia,72,ST
Y. Mina,23,Colombia,78,LCB
L. Walthert,34,Switzerland,62,GK
C. Evans,22,England,57,CM
T. Gutiérrez,33,Colombia,77,ST
Kang Yun Koo,25,Korea Republic,54,LM
R. Lambe,27,Bermuda,63,LM
David López,28,Spain,79,RCB
M. Ardemagni,31,Italy,70,LS
M. Crocombe,24,New Zealand,59,GK
Y. Takeda,31,Japan,56,GK
Yeray,23,Spain,77,RCB
C. Topaloglu,26,Turkey,59,GK
R. Gilmartin,31,Republic of Ireland,60,GK
B. Hamer,30,England,67,GK
Woo Ju Sung,25,Korea Republic,65,RB
N. Canavan,27,Republic of Ireland,63,LCB
H. Winks,22,England,77,CM
O. Dzonlagic,23,Switzerland,50,RM
K. Kesgin,17,Turkey,58,CM
H. Kyprianou,21,Cyprus,62,CB
A. Bodart,20,Belgium,60,GK
R. Boukari,31,Togo,65,RW
G. Taft,24,England,61,LCB
M. Wostry,25,Austria,66,CB
R. Hack,19,Germany,63,LW
A. Thurgate,18,Australia,56,CM
S. Grandsir,21,France,74,RM
K. Higashi,27,Japan,69,RM
R. Blanco,28,Argentina,66,CAM
Y. Chibsah,25,Ghana,71,RCM
E. Gigliotti,31,Argentina,77,ST
N. Nasseri,21,England,59,CAM
Zhang Wenzhao,31,China PR,66,LM
K. Lankford,19,Germany,64,RM
Ricardo Pereira,24,Portugal,81,RB
C. Oxlade-Chamberlain,20,England,55,RB
T. Gjertsen,26,Norway,68,LM
F. de Jong,21,Netherlands,81,LDM
A. Najem,23,Afghanistan,59,CAM
B. van Leer,26,Netherlands,74,GK
E. Gutiérrez,22,Mexico,61,RB
J. Byrom,31,England,63,LCM
Cristian López,29,Spain,71,ST
C. Hudson-Odoi,17,England,70,LW
C. Rigamonti,31,Argentina,73,GK
S. D'Almeida,22,Benin,63,RCM
R. Cagnon,21,France,58,GK
F. Pizzicanella,22,Argentina,58,GK
L. Marković,24,Serbia,74,RM
Jailson Acuna,30,Brazil,66,GK
D. Ba,33,Senegal,75,ST
B. Bye,28,Norway,63,RM
P. Göbel,24,Germany,67,RB
Raphael Doninho,30,Brazil,66,CAM
K. Harris,25,England,65,LM
T. Mears,35,England,66,RB
Gus Ledes,25,Portugal,70,CDM
D. Dessoleil,25,Belgium,72,RCB
B. Dejaegere,27,Belgium,73,CAM
Isaac Carcelén,25,Spain,66,RM
J. Hopcutt,26,England,67,CF
M. Pučko,24,Slovenia,67,RM
K. Acosta,22,United States,72,CM
C. Ronan,20,Republic of Ireland,66,CM
A. Berzel,26,Germany,62,RCB
M. Sourzac,26,France,63,GK
M. Alustiza,34,Argentina,75,CAM
Unai Núñez,21,Spain,75,CB
M. Bueno,24,Mexico,68,ST
K. Lasagna,25,Italy,77,ST
E. Frederiksen,17,Denmark,63,CAM
Q. Braat,20,France,64,GK
Alvildo Sousa,34,Brazil,74,CAM
I. Jukić,22,Croatia,64,LM
J. Lynch,18,England,50,CAM
H. Fossdal,19,Norway,53,GK
G. Boylan,22,Republic of Ireland,58,RB
M. Capuano,26,Italy,71,LCB
R. Živković,21,Netherlands,69,ST
A. McCormack,34,Republic of Ireland,65,CDM
L. Orbán,29,Argentina,74,CB
M. Dyrmose,17,Denmark,49,LB
F. Flores,31,Chile,68,LM
S. Arfield,29,Canada,73,LCM
S. Aurier,25,Ivory Coast,80,RB
D. Mosquera,22,Colombia,58,CM
M. Schmiedebach,29,Germany,72,CDM
S. Iacoponi,31,Italy,68,RB
I. Al Zubaidi,28,Saudi Arabia,60,LB
Deng Hanwen,23,China PR,68,RB
A. Jovanović,28,Australia,66,LCB
Rodri Tarín,21,Spain,67,CB
A. Beck,31,Germany,74,RWB
F. Evina,17,Germany,63,LM
J. Collins,23,Nigeria,68,LB
C. Râpă,28,Romania,67,RM
Unai López,22,Spain,75,CM
Enric Gallego,31,Spain,71,RS
K. Müller,27,Germany,64,GK
A. Al Sabahi,21,Saudi Arabia,52,CM
S. Hernández,31,Colombia,71,CAM
Borja Domingo,22,Spain,62,ST
Rodri,28,Spain,70,ST
Diego Ângelo,32,Brazil,72,LCB
T. Cordner,19,England,58,CB
B. Mason,20,England,65,LB
J. Mashart,18,Netherlands,57,LB
K. Taylor,18,England,59,CAM
S. Ferguson,26,Northern Ireland,66,LM
P. Edwards,32,England,58,RWB
Neris,26,Brazil,67,RCB
G. Harada,20,Japan,54,GK
S. Long,23,England,56,RB
N. Nkoulou,28,Cameroon,80,CB
Bruno Alves,36,Portugal,71,RCB
K. Ehizibue,23,Netherlands,70,RB
E. Pálsson,25,Iceland,59,RDM
T. Heintz,19,Norway,63,LM
A. Santamaría,26,Peru,68,RCB
T. Vermaelen,32,Belgium,77,CB
Sergi Palencia,22,Spain,70,RB
H. Behrens,28,Germany,75,RDM
N. Maraš,22,Serbia,72,RCB
Raillo,26,Spain,69,LCB
R. Sawakami,24,Japan,62,ST
F. Hartherz,25,Germany,69,LB
H. Lloris,31,France,88,GK
D. Padilla,24,Colombia,59,CAM
T. Badila,25,Congo,63,LB
R. Yalçın,24,Germany,65,LDM
C. Buchtmann,26,Germany,73,CM
Lucas Lima,26,Brazil,75,LB
A. Thompson,25,Northern Ireland,65,CB
E. Dabo,22,Senegal,59,CB
D. Cawley,26,Republic of Ireland,59,LCM
A. Barboza,23,Argentina,72,LCB
Puertas,26,Spain,67,RM
B. Mkhwanazi,28,South Africa,69,RCB
Hugo Basto,25,Portugal,69,CB
M. Donoso,31,Chile,67,ST
J. Quintero,25,Colombia,78,CAM
T. Mourdoukoutas,19,Australia,51,CB
J. Maidana,32,Argentina,77,RCB
A. Capello,22,Italy,66,LS
Gonçalo Guedes,21,Portugal,82,LM
S. Gartenmann,21,Denmark,63,RB
A. Hammill,30,England,68,RS
D. Gutiérrez,21,Canada,54,LM
M. Kuchta,22,Poland,59,GK
S. Bohan,17,Republic of Ireland,52,GK
J. Todibo,18,France,64,CB
Kako Sanz,25,Spain,64,CM
Leandro,25,Brazil,67,LM
P. Arriola,23,United States,72,RM
C. Lakin,19,England,63,CM
Wellington,25,Brazil,69,RW
A. Al Nemer,26,Saudi Arabia,63,CAM
J. Hipper,19,Germany,50,GK
A. Hughes,26,Wales,66,LB
R. Henry,34,England,57,RB
J. Paredes,30,Ecuador,70,RB
P. Amond,30,Republic of Ireland,61,LS
A. Jagiełło,23,Poland,63,LM
M. Vecino,26,Uruguay,80,LM
J. Chester,29,Wales,74,CB
D. Moreno,26,Colombia,70,CDM
R. Czichos,28,Germany,73,LCB
A. Sánchez,29,Chile,85,RW
O. Tejeda,29,Mexico,57,LM
S. Kulovits,35,Austria,67,CDM
D. Mignanelli,25,Italy,66,LB
M. Pinato,23,Italy,67,LCM
J. Harrop,22,England,69,CAM
P. Lasogga,26,Germany,72,ST
R. Saïss,28,Morocco,74,CM
Santi Comesaña,21,Spain,70,CDM
R. Sigurjónsson,28,Iceland,72,CM
S. Eastwood,29,England,67,GK
M. Al Fatil,26,Saudi Arabia,67,RCB
P. Farman,28,England,60,GK
P. Carlgren,26,Sweden,66,GK
P. Frick,26,Sweden,66,CF
Borja Viguera,31,Spain,67,ST
L. Sotomayor,21,Chile,61,GK
A. Al Bulayhi,28,Saudi Arabia,68,LCB
A. Sharahili,24,Saudi Arabia,63,CB
A. Kiwomya,22,England,62,RM
M. Barbieri,24,Argentina,70,CB
R. Neustädter,30,Russia,74,CB
Y. Wakizaka,23,Japan,56,CM
M. Ciofani,30,Italy,69,RB
A. MacDonald,25,England,68,CB
K. Baccus,20,Australia,62,RCM
Borja,24,Spain,63,LM
F. Ortega,19,Argentina,62,LB
G. Shibasaki,26,Japan,77,LM
K. Machida,20,Japan,61,CB
Y. Ayoub,24,Morocco,75,CM
M. Pedersen,28,Denmark,64,RCB
J. Cano,35,Colombia,65,RB
S. Brisley,28,England,63,CB
F. Ribéry,35,France,83,LM
N. Næss,25,Norway,66,CB
D. Livaković,22,Croatia,72,GK
L. Tempelmann,19,Germany,59,CM
M. Yandaş,23,Turkey,63,CAM
G. Guiffrey,20,Argentina,60,CB
D. Wass,29,Denmark,81,RB
R. Hamouma,31,France,76,RM
Bruno Fernandes,23,Portugal,84,LCM
Diego Galo,34,Brazil,71,LCB
A. Alvarez,33,El Salvador,65,RM
N. Fofana,28,France,62,RWB
Stoichkov,24,Spain,63,CAM
J. Serafin,22,Poland,59,CM
A. Bernardini,31,Italy,70,CB
H. Morita,23,Japan,64,LDM
W. Morgan,34,Jamaica,75,RCB
R. Klingenburg,24,Germany,64,LCM
S. Nakatani,22,Japan,68,RCB
I. Franjic,20,Croatia,61,CAM
M. Almebäck,30,Sweden,65,CB
A. La Mantia,27,Italy,68,LS
R. Fernández,27,Chile,70,ST
P. Wszołek,26,Poland,70,RM
G. Compagnucci,26,Argentina,63,RM
Lim Jae Hyeok,19,Korea Republic,63,ST
A. Mahlonoko,16,South Africa,52,CAM
P. Ebert,31,Germany,71,LF
C. Yacob,30,Argentina,73,CDM
E. Markkanen,26,Finland,65,LS
M. Rosales,26,Argentina,63,RB
M. Bloomfield,34,England,63,CM
J. Torres,18,United States,62,CDM
Salva Ruíz,23,Spain,65,LB
C. Wilson,26,England,79,ST
A. Armstrong,21,England,68,LM
R. Ogle,19,Australia,53,RB
A. Torralvo,24,Colombia,63,LB
C. Torres,22,Mexico,60,CB
N. Ramos,36,Colombia,67,GK
N. Knight-Percival,31,England,64,LCB
João Carlos,23,Brazil,67,ST
O. Richards,19,England,64,LB
K. Hoggas,26,France,68,CAM
A. Hindi,21,Saudi Arabia,57,CB
Lee Sang Ho,31,Korea Republic,66,CM
C. Molinaro,34,Italy,72,LB
U. Tezel,21,Germany,60,RB
B. Chardonnet,23,France,64,CB
Y. Bodiger,23,France,71,CDM
José Ángel,26,Spain,66,CM
M. Juárez,21,Argentina,57,CDM
T. Skarke,21,Germany,66,RM
J. Ponticelli,19,England,56,ST
Mandi,29,Spain,67,LCM
K. Jacobs,28,South Africa,61,RCM
Lucas Pérez,29,Spain,78,ST
Jang Dae Hee,24,Korea Republic,63,GK
M. Vidal,27,France,68,GK
Valery,18,Spain,58,LM
M. Mara,21,Guinea,61,LM
Davidson,27,Brazil,74,LM
E. Bologna,36,Argentina,70,GK
D. Ndlovu,28,South Africa,70,ST
D. Takahashi,19,Japan,56,ST
C. Bryson,31,Scotland,71,RCM
M. Sarkaria,21,Austria,60,CAM
M. Schulze,29,Germany,64,RB
J. Duncan,25,Australia,64,GK
A. Tziolis,33,Greece,70,CB
G. Bruno,26,Belgium,69,LM
M. Collao,20,Chile,63,CAM
M. Peškovič,36,Slovakia,63,GK
J. Álvarez,18,Argentina,60,ST
M. Ridenton,22,New Zealand,63,RDM
Welliton Helmes,30,Brazil,67,CAM
J. Valencia,18,Colombia,60,ST
Kim Geon Ung,20,Korea Republic,62,CDM
K. Vacek,31,Czech Republic,68,CM
S. Olivarez,26,Argentina,66,CB
I. Ibañez,21,Chile,55,RB
C. Giousis,19,Greece,65,CAM
Fernando,28,Spain,65,GK
A. Ramírez,19,Chile,57,LW
Óscar Valentín,23,Spain,65,CDM
J. Lerma,23,Colombia,79,RCM
B. Pitman,30,England,69,ST
S. Økland,25,Norway,62,CM
L. Gregory,29,England,70,LS
T. Buhagiar,20,Australia,60,CAM
C. Cuesta,19,Colombia,64,CB
H. Mascorro,21,Mexico,64,LM
Oswaldito Cuba,34,Brazil,73,LB
I. Ávila,27,Peru,72,ST
R. Marin,22,Romania,76,CM
T. Tomiyasu,19,Japan,71,RCB
G. Vlijter,21,Suriname,66,LW
R. Foster,32,Scotland,64,RB
Moyá,34,Spain,80,GK
A. Morgan,27,Canada,64,LB
G. Hall,26,England,68,CB
Allano,23,Brazil,72,RM
E. Lee,23,England,63,CAM
P. Knechtel,22,Germany,61,CB
H. Singh,27,Norway,67,LCM
M. Briceño,22,Chile,62,RW
W. Patching,19,England,59,CM
W. Jääskeläinen,19,Finland,52,GK
D. O'Connor,21,Republic of Ireland,57,RM
S. Sam,30,Germany,72,LM
J. Monroy,22,Armenia,63,RB
M. Sheaf,18,England,54,RM
R. Tunnicliffe,25,England,68,CM
S. Matuszek,29,Poland,65,RCM
L. Trałka,34,Poland,70,RDM
J. Yabur,19,Colombia,49,CM
M. Bogado,33,Argentina,69,CDM
F. Píriz,28,Uruguay,69,CDM
T. Smith,28,New Zealand,69,LCB
M. Boe Mikkelsen,18,Denmark,52,RM
K. Casteels,26,Belgium,82,GK
W. Vorsager,21,Austria,64,LCB
M. Yumlu,30,Turkey,71,LCB
M. McKee,19,Northern Ireland,59,CM
Otávinho Vila,34,Brazil,72,LDM
A. Al Nazera,25,Saudi Arabia,62,CAM
C. Puggioni,37,Italy,72,GK
R. Nilsson,29,Sweden,63,LCM
S. Tonali,18,Italy,68,CDM
J. Larentowicz,34,United States,68,CDM
D. Wouters,21,Belgium,67,CDM
F. Coquelin,27,France,79,LCM
Y. Ayhan,36,Turkey,73,RCB
J. Esquivel,20,Mexico,62,CDM
J. Graham,20,England,57,ST
Nouhou,21,Cameroon,68,LB
M. Saito,19,Japan,61,CAM
D. Lemos,23,Colombia,68,ST
K. Huntelaar,19,Netherlands,59,CM
João Pedro,21,Brazil,72,RB
L. Bergsma,21,Netherlands,66,CB
E. Torregrossa,26,Italy,69,RS
C. Salcedo,24,Mexico,76,RCB
D. Furman,30,South Africa,67,LDM
S. Mignolet,30,Belgium,79,GK
N. Champagne,33,Argentina,71,GK
B. Gilmour,17,Scotland,61,CM
F. Migliore,30,Italy,67,LB
K. Gorré,23,Netherlands,68,LW
B. Zech,27,Austria,68,RCB
Joni Montiel,19,Spain,66,CAM
Diego Lopes,24,Brazil,73,CAM
A. Didic,23,Canada,59,CB
E. Hackman,23,Ghana,69,RB
Álex Barrera,27,Spain,66,CM
Lee Keun Ho,22,Korea Republic,64,RW
J. Akinde,28,England,65,ST
F. Majchrowicz,18,Poland,53,GK
Nino,38,Spain,70,ST
Kang Hyeon Mu,23,Korea Republic,71,GK
C. Forrester,25,Republic of Ireland,66,CDM
C. Jordan,19,England,59,CB
G. Toledo,28,Argentina,73,RB
D. Baumgartner,21,Austria,62,RCB
A. Mejía,29,Colombia,75,RDM
D. Alaba,26,Austria,85,LB
M. Valjent,22,Slovakia,64,CB
L. Diarte,25,Argentina,69,LB
M. Frankoch,22,Denmark,62,CDM
A. Stephens,23,Panama,67,ST
Sunny,29,Nigeria,68,LCM
G. Carpani,24,Italy,65,CM
M. Al Buraik,25,Saudi Arabia,70,RB
M. Bettinelli,26,England,73,GK
A. Calabresi,22,Italy,71,CB
M. Kolke,27,Germany,69,GK
M. Ødegaard,25,Norway,66,RCB
C. Daniel,30,England,62,LB
Lee Min Soo,26,Korea Republic,61,CM
Y. Yeboah,21,Ghana,68,RW
P. Brlek,24,Croatia,71,CM
João Victor,24,Brazil,69,LW
G. Fernández,34,Argentina,71,CAM
S. Mallon,19,Republic of Ireland,56,LM
E. Farias,29,Chile,66,CDM
A. Tashaev,24,Russia,73,LM
F. Ulvestad,26,Norway,67,CM
M. Dittgen,23,Germany,66,LM
David Ferreiro,30,Spain,71,LM
S. Strømnes,31,Norway,61,CB
R. Guerreiro,24,Portugal,81,LM
D. Fisher,24,England,71,RB
M. Kurogi,28,Japan,60,RCM
K. Zouma,23,France,79,CB
H. Jafry,26,Saudi Arabia,63,CDM
Y. Öztekin,31,Turkey,73,LM
L. Yamaguchi,20,Japan,60,GK
S. Radu,31,Romania,80,LCB
B. Santamaria,23,France,75,LCM
J. Lundstram,19,England,47,CM
Lin Liangming,21,China PR,60,RM
E. Tweed,19,Republic of Ireland,48,LCM
N. Sandberg,23,Norway,59,CM
Zou Zheng,30,China PR,68,LB
J. Moreno,24,Venezuela,68,CDM
Pedraza,22,Spain,75,LM
E. Finlay,27,United States,71,RM
A. Banasiak,28,Poland,59,LDM
M. Zárate,31,Argentina,77,ST
J. Ekkelenkamp,18,Netherlands,65,CM
D. Malen,19,Netherlands,72,LW
J. Donacien,24,St Lucia,64,RB
J. Murillo,22,Venezuela,70,RM
S. Tracy,29,Republic of Ireland,55,LB
Carlitos,25,Portugal,62,LM
Ricardo Ryller,24,Brazil,72,CM
D. Kohr,24,Germany,77,RDM
M. Awad,25,Egypt,66,GK
W. Ndidi,21,Nigeria,80,LDM
G. Banaziak,21,France,58,GK
T. Blomeyer,22,Germany,63,CB
S. van Beek,23,Netherlands,75,CB
Rochinha,23,Portugal,69,RM
Léo Jabá,19,Brazil,71,LM
S. Furtado,23,France,63,RB
S. Kingsley,23,Scotland,68,LB
V. Osimhen,19,Nigeria,70,LM
L. Kelly,28,Scotland,66,CDM
A. Onana,22,Cameroon,80,GK
F. Becker,18,Germany,56,CM
Choi Bo Kyung,30,Korea Republic,66,LCB
Toni Moya,20,Spain,63,CM
M. Hurst,22,Scotland,48,GK
A. Deiola,22,Italy,64,CM
D. Pröpper,26,Netherlands,77,CM
M. Çelik,28,Sweden,66,LW
